Event name,Event type,Event region,Student token,Student state,Attendance State,Attended,Current situation,Institution,Qualification,Year of study,Final year?,Region interests,Created at
Intro to Code Bootcamps,Code Bootcamp,Wellington,11b3c229b8465955d4f15b758ac5708d,available,registered,TRUE,graduated,Whitireia New Zealand,Graduate Diploma in IT,1,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-03-23 16:13:31 +1300
SoT2017 Whitireia Porirua Kickoff,Career Bootcamp,Wellington,26e5f9c03cc07c57401a7e9cefc5db1e,preparing,registered,TRUE,studying,Whitireia New Zealand,Bachelor of IT,1,FALSE,Wellington,2017-03-23 16:51:00 +1300
SoT2017 Whitireia Porirua Kickoff,Career Bootcamp,Wellington,f07ee62c92c7595cb8c24a8b0200ce8e,preparing,registered,TRUE,studying,Whitireia New Zealand,Bachelor of Information Technology,1,FALSE,"Wellington, Auckland",2017-03-23 17:05:27 +1300
SoT2017 Dunedin Kickoff,Career Bootcamp,Dunedin,e39dba2d4f6de0c6926001fbea069ed1,preparing,registered,FALSE,studying,University of Otago,BSc in Computer Science,4,TRUE,,2017-03-23 17:18:38 +1300
SoT2017 Dunedin Kickoff,Career Bootcamp,Dunedin,72056115f471933c797513bd4184ceb1,hidden,registered,FALSE,studying,University of Otago,BSc in Information Science,1,FALSE,,2017-03-23 17:25:21 +1300
SoT2017 Dunedin Kickoff,Career Bootcamp,Dunedin,995021e25117e778edeb1db786acdac7,available,registered,FALSE,studying,University of Otago,BSc in Computer Science,3,TRUE,"Dunedin, Hamilton, PalmerstonNorth, Tauranga, Wellington",2017-03-23 17:35:16 +1300
SoT2017 Dunedin Kickoff,Career Bootcamp,Dunedin,83a3d3d559beb5ae4d6394ee2b91bdd5,available,registered,TRUE,graduated,University of Otago,Bachelor of Science in Computer Science (major) and Information Science (minor),5,FALSE,"Dunedin, Hamilton, Wanaka, Wellington",2017-03-23 17:47:21 +1300
Intro to Code Bootcamps,Code Bootcamp,Wellington,439f5ae3e623595249b59cc6df1e2331,preparing,registered,TRUE,studying,Victoria University of Wellington,BE in Software Engineering,2,FALSE,,2017-03-23 17:52:43 +1300
CV (part 1),Career Bootcamp,Auckland,e9f42f28e1973acabb6237d1d1e3a433,available,registered,TRUE,studying,Auckland University,BSc in Computer Science and Information Tech,3,TRUE,Auckland,2017-03-23 17:56:03 +1300
CV (Part 2),Career Bootcamp,Auckland,e9f42f28e1973acabb6237d1d1e3a433,available,registered,TRUE,studying,Auckland University,BSc in Computer Science and Information Tech,3,TRUE,Auckland,2017-03-23 17:56:54 +1300
CV (part 1),Career Bootcamp,Auckland,5f451f7426ca08be6b79c6bd33edb6ff,available,registered,TRUE,studying,Auckland University,BE (Software Engineering),3,FALSE,"Auckland, Christchurch, Dunedin, Hamilton, PalmerstonNorth, Tauranga, Wellington",2017-03-23 17:59:52 +1300
CV (part 1),Career Bootcamp,Wellington,1b467ad42ecd8427b4d1158368c85edd,available,registered,TRUE,studying,Victoria University of Wellington,BE Software Engineering,2,FALSE,"Auckland, Wellington",2017-03-23 19:26:17 +1300
CV (Part 2),Career Bootcamp,Wellington,1b467ad42ecd8427b4d1158368c85edd,available,registered,TRUE,studying,Victoria University of Wellington,BE Software Engineering,2,FALSE,"Auckland, Wellington",2017-03-23 19:26:37 +1300
SoT2017 Dunedin Kickoff,Career Bootcamp,Dunedin,3f22ae7edd0e68cce02efb45d96a1bf4,available,registered,FALSE,studying,University of Otago,BSc in Computer Science,2,FALSE,"Auckland, Dunedin, Hamilton, Wellington",2017-03-23 19:31:15 +1300
Google Analytics & Marketing Metrics,Marketing Bootcamp,Wellington,9ce9c581278008d2e6da6d817b19113b,hidden,late_withdrawal,FALSE,studying,Victoria University of Wellington,BE in Electronics and Computer Systems Engineering,3,FALSE,,2017-03-23 21:23:11 +1300
CV (Part 2),Career Bootcamp,Wellington,9ce9c581278008d2e6da6d817b19113b,hidden,registered,FALSE,studying,Victoria University of Wellington,BE in Electronics and Computer Systems Engineering,3,FALSE,,2017-03-23 21:29:26 +1300
CV (part 1),Career Bootcamp,Wellington,609544ed0074872b721ecef1d0b7b3e7,hidden,registered,TRUE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,1,FALSE,Wellington,2017-03-23 23:04:20 +1300
CV (Part 2),Career Bootcamp,Wellington,609544ed0074872b721ecef1d0b7b3e7,hidden,registered,TRUE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,1,FALSE,Wellington,2017-03-23 23:05:05 +1300
Intro to Code Bootcamps,Code Bootcamp,Wellington,609544ed0074872b721ecef1d0b7b3e7,hidden,registered,TRUE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,1,FALSE,Wellington,2017-03-23 23:05:17 +1300
CV (Part 2),Career Bootcamp,Auckland,b2d91ef5f7585d75d63301863ff535b4,available,registered,FALSE,graduated,Unitec Institute of Technology,Diploma in Computer System Support (Advanced) ,1,TRUE,"Wellington, Auckland, Hamilton, Tauranga, Christchurch, PalmerstonNorth, Dunedin",2017-03-24 00:18:53 +1300
Google Analytics & Marketing Metrics,Marketing Bootcamp,Wellington,5d99dd28388e13d4fabc4302302e4298,hidden,registered,TRUE,studying,Victoria University of Wellington,BCom in HR and Marketing,2,FALSE,"Tauranga, Wellington",2017-03-24 09:27:23 +1300
SoT2017 Christchurch Kickoff!,Career Bootcamp,Christchurch,1bff3b666056c62f57f9ae9cb20c4fd2,preparing,registered,FALSE,studying,University of Canterbury,BSc in Computer Science and Philosophy,3,TRUE,"Wellington, Auckland, Christchurch",2017-03-24 10:42:48 +1300
SoT2017 Christchurch Kickoff!,Career Bootcamp,Christchurch,824eb6e432ef46b019f2d6d505623a7a,hidden,registered,FALSE,studying,University of Canterbury,Bachelor of Engineering with Honours in Computer Engineering,3,FALSE,,2017-03-24 13:41:49 +1300
Google Analytics & Marketing Metrics,Marketing Bootcamp,Wellington,77dfdea44c7dad44c1cd21ea3ce0959e,hidden,registered,TRUE,graduated,Victoria University of Wellington,Bachelor of Commerce - Marketing and IBUS,1,TRUE,Wellington,2017-03-24 16:33:33 +1300
Google Analytics & Marketing Metrics,Marketing Bootcamp,Wellington,396f667f081431a2d445ac20f2ead441,preparing,registered,TRUE,studying,Victoria University of Wellington,BCOM Information Systems and Marketing,2,FALSE,Auckland,2017-03-24 17:01:42 +1300
Intro to Code Bootcamps,Code Bootcamp,Wellington,396f667f081431a2d445ac20f2ead441,preparing,registered,TRUE,studying,Victoria University of Wellington,BCOM Information Systems and Marketing,2,FALSE,Auckland,2017-03-24 17:03:46 +1300
CV (part 1),Career Bootcamp,Wellington,3b9cd0078e6d853601b83b780ebdd36d,available,registered,TRUE,graduated,Wellington Institute of Technology (Weltec),Bachelor of Information technology,1,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Masterton, PalmerstonNorth, Tauranga, Wellington",2017-03-24 20:50:12 +1300
CV (part 1),Career Bootcamp,Wellington,203e8a1fb2b6a968eb864f4cb53fa44a,hidden,registered,TRUE,studying,Victoria University of Wellington,Bachelor of Engineering (Honours) majoring in Software Engineering,3,FALSE,Wellington,2017-03-24 21:51:45 +1300
CV (Part 2),Career Bootcamp,Wellington,203e8a1fb2b6a968eb864f4cb53fa44a,hidden,registered,TRUE,studying,Victoria University of Wellington,Bachelor of Engineering (Honours) majoring in Software Engineering,3,FALSE,Wellington,2017-03-24 21:52:12 +1300
Intro to Code Bootcamps,Code Bootcamp,Wellington,203e8a1fb2b6a968eb864f4cb53fa44a,hidden,registered,TRUE,studying,Victoria University of Wellington,Bachelor of Engineering (Honours) majoring in Software Engineering,3,FALSE,Wellington,2017-03-24 21:52:48 +1300
SoT2017 Christchurch Kickoff!,Career Bootcamp,Christchurch,d0debe5bc0640651e75778d79bbda991,available,registered,FALSE,graduated,University of Canterbury,"Bachelor of Science, major in Computer Science",1,TRUE,Christchurch,2017-03-24 21:53:56 +1300
Intro to Code Bootcamps,Code Bootcamp,Wellington,53f870b2d0a38aebb645934f4609d7a9,hidden,registered,TRUE,graduated,Wellington ICT Graduate School (WICTGS),Master of Software Development,1,TRUE,Wellington,2017-03-24 23:48:45 +1300
CV (part 1),Career Bootcamp,Wellington,c07ad9278d25fdef661368bf974a1674,hidden,registered,TRUE,studying,Victoria University of Wellington,BEng (Software Engineering,2,FALSE,"Auckland, Wellington",2017-03-25 12:34:51 +1300
CV (Part 2),Career Bootcamp,Wellington,c07ad9278d25fdef661368bf974a1674,hidden,registered,TRUE,studying,Victoria University of Wellington,BEng (Software Engineering,2,FALSE,"Auckland, Wellington",2017-03-25 12:35:20 +1300
Intro to Code Bootcamps,Code Bootcamp,Wellington,c07ad9278d25fdef661368bf974a1674,hidden,registered,TRUE,studying,Victoria University of Wellington,BEng (Software Engineering,2,FALSE,"Auckland, Wellington",2017-03-25 12:36:01 +1300
CV (Part 2),Career Bootcamp,Wellington,9d9d9bc2d84a9b14262038a0effaed71,available,registered,TRUE,studying,Victoria University of Wellington,BSc in Physics,3,TRUE,Wellington,2017-03-25 12:49:55 +1300
SoT2017 Christchurch Kickoff!,Career Bootcamp,Christchurch,f679ee02a7433c118452dc4567cd8e68,available,registered,FALSE,studying,University of Canterbury,"BSc, majoring in Computer Science",2,FALSE,"Christchurch, Dunedin, Wellington",2017-03-25 15:47:33 +1300
CV (part 1),Career Bootcamp,Wellington,aed9fdf03542abdea357b71510d6e5c7,preparing,registered,FALSE,studying,Victoria University of Wellington,BSc in Computer Science and Psychology,1,FALSE,Wellington,2017-03-25 21:11:21 +1300
Intro to Code Bootcamps,Code Bootcamp,Wellington,aed9fdf03542abdea357b71510d6e5c7,preparing,registered,TRUE,studying,Victoria University of Wellington,BSc in Computer Science and Psychology,1,FALSE,Wellington,2017-03-25 21:11:52 +1300
CV (Part 2),Career Bootcamp,Wellington,aed9fdf03542abdea357b71510d6e5c7,preparing,registered,TRUE,studying,Victoria University of Wellington,BSc in Computer Science and Psychology,1,FALSE,Wellington,2017-03-25 21:12:39 +1300
CV Bootcamp @ Whitireia Porirua Campus,Career Bootcamp,Wellington,766b271394374db5a4df1af17bda321c,preparing,registered,FALSE,studying,Whitireia New Zealand,Bachelor of IT,3,TRUE,"PalmerstonNorth, Wellington",2017-03-25 21:22:41 +1300
Practical Employment Law,HR Bootcamp,Wellington,45c3c36d7e17add58868a6eaa5502f63,hidden,registered,TRUE,studying,Victoria University of Wellington,"BCom in Human Resources, and Psychology",3,TRUE,"Christchurch, Wellington",2017-03-25 22:59:37 +1300
Personal Branding 101,Career Bootcamp,Wellington,45c3c36d7e17add58868a6eaa5502f63,hidden,registered,TRUE,studying,Victoria University of Wellington,"BCom in Human Resources, and Psychology",3,TRUE,"Christchurch, Wellington",2017-03-25 23:02:20 +1300
Managing Performance,HR Bootcamp,Wellington,45c3c36d7e17add58868a6eaa5502f63,hidden,registered,TRUE,studying,Victoria University of Wellington,"BCom in Human Resources, and Psychology",3,TRUE,"Christchurch, Wellington",2017-03-25 23:03:52 +1300
CV (Part 2),Career Bootcamp,Auckland,366aafa6b2a136e2c63f7144a39cdd59,preparing,registered,FALSE,studying,National Technology Institute (NTEC),DIT,2,TRUE,"Auckland, Hamilton, Tauranga, Christchurch",2017-03-26 12:38:52 +1300
CV (part 1),Career Bootcamp,Wellington,531b01e374c50ee5f5ea6f0582ca1290,hidden,registered,FALSE,studying,Victoria University of Wellington,BSc in Computer Science and Computer Graphics,2,FALSE,Wellington,2017-03-26 13:09:59 +1300
CV (Part 2),Career Bootcamp,Wellington,dd743269e915947ec8c3c24cc5055a72,hidden,registered,TRUE,studying,Victoria University of Wellington,BSc in Computer Science,1,FALSE,Wellington,2017-03-26 14:04:49 +1300
Intro to Code Bootcamps,Code Bootcamp,Wellington,dd743269e915947ec8c3c24cc5055a72,hidden,registered,TRUE,studying,Victoria University of Wellington,BSc in Computer Science,1,FALSE,Wellington,2017-03-26 14:06:49 +1300
Intro to Code Bootcamps,Code Bootcamp,Wellington,bded1d73dd896f1177b01a50d39ee64d,preparing,registered,FALSE,studying,Victoria University of Wellington,Majoring in Information Systems and International Relations,2,FALSE,Wellington,2017-03-26 16:58:18 +1300
Managing Performance,HR Bootcamp,Wellington,bded1d73dd896f1177b01a50d39ee64d,preparing,registered,FALSE,studying,Victoria University of Wellington,Majoring in Information Systems and International Relations,2,FALSE,Wellington,2017-03-26 16:58:55 +1300
Personal Branding 101,Career Bootcamp,Wellington,bded1d73dd896f1177b01a50d39ee64d,preparing,registered,FALSE,studying,Victoria University of Wellington,Majoring in Information Systems and International Relations,2,FALSE,Wellington,2017-03-26 16:59:53 +1300
CV Bootcamp @ Whitireia Porirua Campus,Career Bootcamp,Wellington,cd8bc338cfe486b630d8bd1a4ce4fdb2,hidden,registered,TRUE,studying,Whitireia New Zealand,PG Diploma in IT,1,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-03-26 18:13:16 +1300
Managing Performance,HR Bootcamp,Wellington,d15f02364ac2bfd7524c47f2452da1db,available,registered,FALSE,studying,Victoria University of Wellington,BCom; management and commerical law,3,TRUE,Wellington,2017-03-26 21:58:20 +1300
Intro to Code Bootcamps,Code Bootcamp,Wellington,9475c7c22b2e9e8a90a1efdd2f25b192,preparing,registered,TRUE,studying,Victoria University of Wellington,BEng (Hons) in Software Engineering,1,FALSE,Wellington,2017-03-26 22:05:00 +1300
Practical Employment Law,HR Bootcamp,Wellington,f84c4c4a64715658a20659f83fe23f80,available,registered,FALSE,studying,Victoria University of Wellington," Bachelor Commerce in Human Resource and International Relations, Bachelor of Arts in Psychology                        ",2,FALSE,Wellington,2017-03-26 22:56:21 +1300
Personal Branding 101,Career Bootcamp,Wellington,f84c4c4a64715658a20659f83fe23f80,available,registered,FALSE,studying,Victoria University of Wellington," Bachelor Commerce in Human Resource and International Relations, Bachelor of Arts in Psychology                        ",2,FALSE,Wellington,2017-03-26 22:56:47 +1300
Practical Employment Law,HR Bootcamp,Wellington,014933af8d3fded85092b549d3a3a638,hidden,registered,TRUE,studying,Victoria University of Wellington,BCOM in Human Resources and Industrial Relations,4,TRUE,,2017-03-27 08:47:27 +1300
Intro to Code Bootcamps,Code Bootcamp,Wellington,5d2cfdcf4949c1f1fbe78f0f98b91091,available,registered,FALSE,studying,Victoria University of Wellington,BDI Majoring in Media Design,3,TRUE,Wellington,2017-03-27 09:21:11 +1300
CV (part 1),Career Bootcamp,Wellington,5a3662378c928671aef81f6243faef52,preparing,registered,TRUE,studying,Victoria University of Wellington,BDI - Design Innovation/Media Design,3,TRUE,"Wellington, Auckland",2017-03-27 09:21:49 +1300
CV (Part 2),Career Bootcamp,Wellington,5a3662378c928671aef81f6243faef52,preparing,registered,FALSE,studying,Victoria University of Wellington,BDI - Design Innovation/Media Design,3,TRUE,"Wellington, Auckland",2017-03-27 09:22:34 +1300
CV (Part 2),Career Bootcamp,Auckland,e8047545cfcd9c6c2daa3d5d5ee9c472,preparing,registered,TRUE,studying,Auckland University,BSc in Logic and Computation & Computer Science,5,FALSE,Auckland,2017-03-27 09:27:18 +1300
SoT2017 Christchurch Kickoff!,Career Bootcamp,Christchurch,5cca951ca7cc7c7e7376c9a866df959f,available,registered,FALSE,studying,University of Canterbury,BSc in Computer Science,2,FALSE,"Auckland, Christchurch, Wellington",2017-03-27 10:17:30 +1300
Google Analytics & Marketing Metrics,Marketing Bootcamp,Wellington,117b824b6885deef46970fae132543ad,hidden,registered,TRUE,studying,Victoria University of Wellington,BCom in Marketing and Information Systems,3,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, PalmerstonNorth, Tauranga, Wellington",2017-03-27 10:41:52 +1300
Personal Branding 101,Career Bootcamp,Wellington,f132c65f8c1b8e56b86846b1ea3ced69,hidden,registered,FALSE,graduated,Victoria University of Wellington,Bachelor of Commerce ,4,TRUE,Wellington,2017-03-27 11:10:20 +1300
CV (part 1),Career Bootcamp,Wellington,bd0a1478dfc98f39b97da5c41051c21b,available,registered,TRUE,studying,Victoria University of Wellington,Software Engineering ,2,FALSE,"Auckland, Christchurch, Dunedin, Hamilton, PalmerstonNorth, Tauranga, Wellington",2017-03-27 11:13:20 +1300
CV (Part 2),Career Bootcamp,Wellington,bd0a1478dfc98f39b97da5c41051c21b,available,registered,FALSE,studying,Victoria University of Wellington,Software Engineering ,2,FALSE,"Auckland, Christchurch, Dunedin, Hamilton, PalmerstonNorth, Tauranga, Wellington",2017-03-27 11:14:07 +1300
Practical Employment Law,HR Bootcamp,Wellington,2a2365353c92e7efbff00c4b4c0d6de5,available,late_withdrawal,FALSE,studying,Victoria University of Wellington,Grad.Dip in Human Resources & Industrial Relations,3,TRUE,Wellington,2017-03-27 11:41:52 +1300
CV (part 1),Career Bootcamp,Wellington,97cc9f36af3cd710ca1c66815ffd4fdf,preparing,registered,TRUE,studying,Victoria University of Wellington,BEng (Hons) in Software Engineering,3,FALSE,Wellington,2017-03-27 12:14:00 +1300
CV (part 1),Career Bootcamp,Wellington,c5bcd5a91f53ae70b17dfb24ec2de95c,available,registered,TRUE,studying,Victoria University of Wellington,Software Engineering (Hons),2,FALSE,"Auckland, Wellington",2017-03-27 12:15:46 +1300
CV (part 1),Career Bootcamp,Wellington,9eb451170807ce64b7205224de64f55f,available,registered,TRUE,studying,Victoria University of Wellington,BEHons in Software Engineering,3,FALSE,Wellington,2017-03-27 12:49:17 +1300
CV Bootcamp @ Whitireia Porirua Campus,Career Bootcamp,Wellington,5076511a5d878cf4dc7c300af59511c3,hidden,registered,TRUE,studying,Whitireia New Zealand,bachellor of IT,3,FALSE,Wellington,2017-03-27 14:02:06 +1300
Practical Employment Law,HR Bootcamp,Wellington,4b47e5694a6c89a9e49e2c07f1c53a2e,available,registered,FALSE,studying,Victoria University of Wellington,BCom in Human Resource Mgmt & Commercial Law,3,FALSE,"Wellington, Tauranga",2017-03-27 15:03:26 +1300
CV (Part 2),Career Bootcamp,Wellington,97cc9f36af3cd710ca1c66815ffd4fdf,preparing,registered,TRUE,studying,Victoria University of Wellington,BEng (Hons) in Software Engineering,3,FALSE,Wellington,2017-03-27 15:08:59 +1300
Intro to Code Bootcamps,Code Bootcamp,Wellington,97cc9f36af3cd710ca1c66815ffd4fdf,preparing,registered,TRUE,studying,Victoria University of Wellington,BEng (Hons) in Software Engineering,3,FALSE,Wellington,2017-03-27 15:10:00 +1300
